census_year,block_id,property_id,base_property_id,building_address,clue_small_area,trading_name,business_address,industry_anzsic4_code,industry_anzsic4_description,seating_type,number_of_seats,longitude,latitude,location
2012,1109,573924,573924,45 Newquay Promenade DOCKLANDS 3008,Docklands,Berth Restaurant,"Restaurant 1, 45 Newquay Promenade DOCKLANDS 3008",4511,Cafes and Restaurants,Seats - Indoor,140,144.9418378,-37.81514807,"-37.81514807023201, 144.94183779355"
2012,1109,584059,584059,2-16 Newquay Promenade DOCKLANDS 3008,Docklands,Outback Jacks Bar and Grill,12-16 Newquay Promenade DOCKLANDS 3008,4511,Cafes and Restaurants,Seats - Indoor,120,144.9436935,-37.8138053,"-37.81380530413996, 144.9436935255"
2012,1109,601815,601815,397-407 Docklands Drive DOCKLANDS 3008,Docklands,Funky Curry 4,10 Docklands Drive DOCKLANDS 3008,4511,Cafes and Restaurants,Seats - Indoor,28,144.9402116,-37.8142881,"-37.8142880995, 144.9402116382148"
2012,2392,617402,617402,11-41 Melrose Street NORTH MELBOURNE 3051,North Melbourne,Cafe Innov-8,31 Melrose Street NORTH MELBOURNE 3051,4511,Cafes and Restaurants,Seats - Indoor,21,144.9414036,-37.79501732,"-37.79501732422833, 144.9414035961"
2012,2523,614830,614830,524 Macaulay Road KENSINGTON 3031,Kensington,Tonik Bar,524 Macaulay Road KENSINGTON 3031,4520,"Pubs, Taverns and Bars",Seats - Indoor,60,144.9286332,-37.79404185,"-37.79404184601377, 144.92863319315"
2012,2539,614669,614669,72 Stubbs Street KENSINGTON 3031,Kensington,Australian Education Academy Cafe,72 Stubbs Street KENSINGTON 3031,4512,Takeaway Food Services,Seats - Outdoor,8,144.9353028,-37.79142177,"-37.79142177375, 144.93530275945108"
2013,1,108843,108843,2A Spencer Street MELBOURNE 3000,Melbourne (CBD),Kooky's Place,20 Spencer Street MELBOURNE 3000,4512,Takeaway Food Services,Seats - Indoor,10,144.9566363,-37.82160072,"-37.8216007159, 144.95663632998117"
2013,2,111467,103973,King Street MELBOURNE 3000,Melbourne (CBD),Melbourne Aquarium,King Street MELBOURNE 3000,8921,Zoological and Botanical Gardens Operation,Seats - Indoor,164,144.9585139,-37.82059787,"-37.82059786635, 144.95851393895853"
2013,4,104034,104034,207-361 Flinders Street MELBOURNE 3000,Melbourne (CBD),La Stazione,"Suite 30, Ground , 207-361 Flinders Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,8,144.9657758,-37.81868178,"-37.8186817777, 144.96577579917005"
2013,12,105399,105399,26-32 King Street MELBOURNE 3000,Melbourne (CBD),Queen's Kebabs,"Part Ground , 26 King Street MELBOURNE 3000",4512,Takeaway Food Services,Seats - Indoor,22,144.9574657,-37.81952905,"-37.81952905265, 144.957465650678"
2013,13,106435,106435,21-31 Market Street MELBOURNE 3000,Melbourne (CBD),The Trust,"Unit 1, 29 Market Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,220,144.9604204,-37.81864558,"-37.8186455754, 144.9604204291805"
2007,14,103172,103172,31-39 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Curry Bar,"Shop 5, 35 Elizabeth Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,60,144.9643439,-37.8174231,"-37.81742309734793, 144.96434385902413"
2007,14,103951,103951,341-347 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Bull And Bear Tavern,347 Flinders Lane MELBOURNE 3000,4520,"Pubs, Taverns and Bars",Seats - Indoor,150,144.9630405,-37.81782473,"-37.81782473321002, 144.96304046635782"
2007,15,103327,103327,28-32 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Elizabeth Street Expresso,Part 28-32 Elizabeth Street MELBOURNE 3000,4512,Takeaway Food Services,Seats - Indoor,12,144.9648909,-37.81730033,"-37.81730033225362, 144.96489088827968"
2007,15,103942,103942,253-265 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Fruit Aroma,34 Flinders Lane MELBOURNE 3000,4122,Fruit and Vegetable Retailing,Seats - Indoor,2,144.9659121,-37.81706442,"-37.81706441573962, 144.9659121030714"
2007,17,103592,103592,11-37 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Wagamama,11-37 Exhibition Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,40,144.9717358,-37.81546259,"-37.815462590085005, 144.9717357976545"
2007,17,103925,103925,121-123 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Velour,"Unit 1, Gnd & Bmt , 121 Flinders Lane MELBOURNE 3000",4520,"Pubs, Taverns and Bars",Seats - Indoor,50,144.970523,-37.81567365,"-37.815673646380745, 144.97052296371248"
2007,17,108593,108593,24-30 Russell Street MELBOURNE 3000,Melbourne (CBD),Murasaki Japanese Restaurant,"Ground , 24 Russell Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,70,144.9699044,-37.81599943,"-37.81599942912111, 144.96990438923098"
2007,18,103918,103918,61-73 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Langtons Restaurant,61 Flinders Lane MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,12,144.9725218,-37.8150662,"-37.815066201648335, 144.9725218377949"
2007,22,110665,110661,459 Collins Street MELBOURNE 3000,Melbourne (CBD),Club Sandwich,"Part Ground , 459 Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,70,144.9589329,-37.81817224,"-37.818172241319374, 144.95893285196425"
2007,23,102094,102094,389-399 Collins Street MELBOURNE 3000,Melbourne (CBD),Zuroona,"Part Ground 0, 395-0 Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,4,144.961444,-37.81731459,"-37.81731458714203, 144.9614439968417"
2007,23,102096,102096,405-407 Collins Street MELBOURNE 3000,Melbourne (CBD),Bluebag,405-407 Collins Street MELBOURNE 3000,4512,Takeaway Food Services,Seats - Outdoor,12,144.9611219,-37.81745004,"-37.8174500430381, 144.9611219345276"
2007,25,109264,109264,45-63 Swanston Street MELBOURNE 3000,Melbourne (CBD),Yumton,"Ground , 47 Swanston Street MELBOURNE 3000",4512,Takeaway Food Services,Seats - Indoor,4,144.9666327,-37.81632819,"-37.816328191819, 144.9666326798257"
2007,27,102070,102070,115-119 Collins Street MELBOURNE 3000,Melbourne (CBD),Momo Cafe,"Basement , 115-119 Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,80,144.9700164,-37.81473678,"-37.81473678448814, 144.97001641359626"
2007,28,102059,102059,13-15 Collins Street MELBOURNE 3000,Melbourne (CBD),Hudsons Coffee,"Ground , 13 Collins Street MELBOURNE 3000",4512,Takeaway Food Services,Seats - Indoor,10,144.9733635,-37.81383735,"-37.813837350147125, 144.97336353699066"
2007,34,102135,102135,344-350 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafe Aurora 369,371 Collins Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,140,144.9626982,-37.81601783,"-37.81601782866809, 144.96269822021213"
2007,35,102141,102141,280-292 Collins Street MELBOURNE 3000,Melbourne (CBD),The Charles Dickens Tavern,"Basement , 290 Collins Street MELBOURNE 3000",4520,"Pubs, Taverns and Bars",Seats - Indoor,120,144.9645793,-37.81563097,"-37.81563097004982, 144.96457927162226"
2007,36,105917,105917,209-221 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Alice's Thai Restaurant,Part 215-221 Little Collins Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,80,144.9670902,-37.81446635,"-37.81446635221536, 144.9670901938735"
2007,41,101164,101164,655-667 Bourke Street MELBOURNE 3000,Melbourne (CBD),The Bourke Armoury Cafe,"Part Ground , 655 Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,80,144.9545026,-37.81732136,"-37.81732136010291, 144.9545026234553"
2007,41,108966,108966,122-132 Spencer Street MELBOURNE 3000,Melbourne (CBD),Savoy Park Plaza International,122-132 Spencer Street MELBOURNE 3000,4400,Accommodation,Seats - Indoor,110,144.9539392,-37.81777362,"-37.81777361878052, 144.95393923659304"
2007,42,105950,105950,520-536 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Bambini Barrista,"Shop 7, 530 Little Collins Street MELBOURNE 3000",4512,Takeaway Food Services,Seats - Outdoor,14,144.9571194,-37.81688112,"-37.81688111997319, 144.9571194391247"
2007,43,105953,105953,430-436 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Vue De Monde,"Suite 3, Ground , 430-436 Little Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,60,144.9601193,-37.81597077,"-37.81597076939002, 144.9601192661499"
2007,43,108069,108069,131-141 Queen Street MELBOURNE 3000,Melbourne (CBD),Fo Guang Yuan Art Gallery,"Unit 2, UprGround , 131 Queen Street MELBOURNE 3000",4279,Other Store-Based Retailing n.e.c.,Seats - Indoor,60,144.960543,-37.81549673,"-37.815496733626624, 144.96054302812774"
2007,44,108111,108111,118-126 Queen Street MELBOURNE 3000,Melbourne (CBD),Ludo,"Shop 1, 118 Queen Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,8,144.9613075,-37.81565594,"-37.81565593624987, 144.96130754384674"
2007,45,103315,103315,136-140 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Healthy Appetite,136 Elizabeth Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,40,144.9637512,-37.8148439,"-37.81484390096668, 144.96375119283138"
2007,48,108983,108983,103-137 Spring Street MELBOURNE 3000,Melbourne (CBD),Windsor Hotel,103-137 Spring Street MELBOURNE 3000,4400,Accommodation,Seats - Indoor,100,144.972933,-37.8119959,"-37.811995901555065, 144.9729329718854"
2007,51,105301,105301,175-177 King Street MELBOURNE 3000,Melbourne (CBD),Subway King Street,175-177 King Street MELBOURNE 3000,4512,Takeaway Food Services,Seats - Indoor,16,144.9552415,-37.8160264,"-37.816026401292504, 144.95524146598677"
2007,51,105302,105302,179 King Street MELBOURNE 3000,Melbourne (CBD),Torimatsu Japanese Restaurant,179 King Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,54,144.9552147,-37.81596693,"-37.81596692848544, 144.95521471945506"
2007,53,101179,101179,480 Bourke Street MELBOURNE 3000,Melbourne (CBD),CBD Bakery,"Ground , 480 Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,32,144.9594736,-37.81506692,"-37.81506692421547, 144.95947359204305"
2007,54,105846,105846,369-371 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Seoul Restaurant,369-371 Little Bourke Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,60,144.9617912,-37.813673,"-37.81367300104192, 144.9617911655856"
2007,54,108106,108106,174-176 Queen Street MELBOURNE 3000,Melbourne (CBD),Nirankar Indian Restaurant,"Part Ground , 174 Queen Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,4,144.9607775,-37.81429493,"-37.81429493267417, 144.96077746702048"
2007,57,101213,101213,134-144 Bourke Street MELBOURNE 3000,Melbourne (CBD),Shark Fin House,131 Bourke Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,65,144.968848,-37.8120362,"-37.81203619584048, 144.96884795478817"
2007,57,106431,106431,23-27 Market Lane MELBOURNE 3000,Melbourne (CBD),Shoya Melbourne,23-27 Market Lane MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,120,144.9691239,-37.81174057,"-37.81174056514698, 144.9691239019682"
2007,58,101225,101225,76 Bourke Street MELBOURNE 3000,Melbourne (CBD),Nudel Bar,76 Bourke Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,75,144.9709537,-37.81170448,"-37.81170447865157, 144.97095371919204"
2007,58,105829,105829,37-41 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Kri Kri Restaurant,"Gnd & Flr1 , 37-41 Little Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,150,144.9715153,-37.81083735,"-37.81083735228192, 144.97151528140978"
2007,58,105831,105831,47-55 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafe Il Duca Bar,"Shop 2, 47-55 Little Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,55,144.971119,-37.81102538,"-37.81102537875758, 144.9711190418226"
2007,61,105308,105308,203-207 King Street MELBOURNE 3000,Melbourne (CBD),Bug Bar,586 King Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,30,144.9549776,-37.81538866,"-37.81538865539183, 144.95497762484302"
2007,64,104665,104665,68-78 Hardware Lane MELBOURNE 3000,Melbourne (CBD),Von's Restaurant & Bar,78 Hardware Lane MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,70,144.9611157,-37.81307166,"-37.813071658514545, 144.9611156517961"
2007,64,105873,105873,362-364 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Knife Fork Bottle & Cork,"Ground , 362 Little Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,40,144.9617587,-37.81327299,"-37.81327299117609, 144.96175873612634"
2007,65,109294,109294,255 Swanston Street MELBOURNE 3000,Melbourne (CBD),YourThai Rice & Noodle Bar,255 Swanston Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,90,144.9646824,-37.81216519,"-37.81216519059855, 144.96468244042018"
2007,66,101785,101785,16 Celestial Avenue MELBOURNE 3000,Melbourne (CBD),Heyday Hong Kong Cafe,16 Celestial Avenue MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,16,144.966381,-37.81181195,"-37.81181194772617, 144.96638097896363"
2007,68,105899,105899,50-52 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Sharkfin Inn Restaurant,50-52 Little Bourke Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,230,144.9709844,-37.81068635,"-37.81068635424192, 144.97098438519154"
2007,72,105378,105378,248-250 King Street MELBOURNE 3000,Melbourne (CBD),Goldfingers Mens Club,250 King Street MELBOURNE 3000,4520,"Pubs, Taverns and Bars",Seats - Indoor,150,144.9551273,-37.81412446,"-37.8141244570574, 144.9551273400701"
2007,77,105752,110709,150 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),The J Walk Cafe,"Part Ground 0, 150-0 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,80,144.9675827,-37.81012915,"-37.81012914695787, 144.9675826741017"
2007,81,106029,106029,536-548 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafe Silvestro,536 Little Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,45,144.9532523,-37.81360038,"-37.81360037625929, 144.95325228541168"
2007,85,105747,105747,272-282 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Lonsdale Star Restaurant,"Floor 1, 272-282 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,200,144.9640058,-37.81153052,"-37.81153052216497, 144.96400582885133"
2007,85,109311,109311,335-347 Swanston Street MELBOURNE 3000,Melbourne (CBD),Subway,"Shop 3, Ground , 335-347 Swanston Street MELBOURNE 3000",4512,Takeaway Food Services,Seats - Indoor,23,144.9637602,-37.81036598,"-37.8103659820903, 144.96376022530043"
2007,87,103612,103612,305-307 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Maltitude Cafe,305-307 Exhibition Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,50,144.9687727,-37.80879525,"-37.80879524984215, 144.9687727117477"
2007,87,108565,108565,312-318 Russell Street MELBOURNE 3000,Melbourne (CBD),Hyde,312 Russell Street MELBOURNE 3000,4520,"Pubs, Taverns and Bars",Seats - Indoor,40,144.9668252,-37.80932654,"-37.80932654189252, 144.9668252164964"
2007,91,105322,105322,347-349 King Street WEST MELBOURNE 3003,West Melbourne (Residential),King's Cafe Phoenix,"Lot 1, Part Ground , 347 King Street WEST MELBOURNE 3003",4511,Cafes and Restaurants,Seats - Outdoor,8,144.9535237,-37.81214666,"-37.81214665919297, 144.95352371490313"
2007,94,105484,105484,296-310 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Argus Concierge,"Ground , 300 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,8,144.9603759,-37.80998285,"-37.809982851191705, 144.9603758618034"
2007,95,109314,109314,401-405 Swanston Street MELBOURNE 3000,Melbourne (CBD),Inck Cafe,"Floor 1, 401-405 Swanston Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,70,144.9632272,-37.80904437,"-37.809044366445306, 144.96322720252"
2007,104,108087,108087,408-416 Queen Street MELBOURNE 3000,Melbourne (CBD),Arrivederci Aroma,408 Queen Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,16,144.9584861,-37.80898256,"-37.80898256276289, 144.9584860757662"
2007,105,103302,103302,422-440 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),The Garden Cafe,"Shop 3, Ground , 422-440 Elizabeth Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,12,144.961017,-37.80863001,"-37.808630006002915, 144.9610169622308"
2007,105,104080,104080,83-93 Franklin Street MELBOURNE 3000,Melbourne (CBD),Forefront Eatery,83 Franklin Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,30,144.9617725,-37.8081709,"-37.80817089671622, 144.96177246367165"
2007,114,103234,103234,489-499 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Cafe Y,"Shop 2, 489-499 Elizabeth Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,16,144.9596431,-37.8075053,"-37.807505304163584, 144.95964306896428"
2007,115,103298,103298,474-476 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Satelite Cafe Internet,474-476 Elizabeth Street MELBOURNE 3000,5910,Internet Service Providers and Web Search Portals,Seats - Indoor,30,144.9605728,-37.8077113,"-37.80771129543661, 144.96057284441093"
2007,131,108844,108844,1-5 Spencer Street DOCKLANDS 3005,Docklands,Dragon Boat Restaurant,1-5 Spencer Street DOCKLANDS 3005,4511,Cafes and Restaurants,Seats - Indoor,290,144.955102,-37.82272096,"-37.82272095673378, 144.9551020463571"
2007,205,573290,573290,740-750 Swanston Street CARLTON 3053,Carlton,Sinbad's,748-750 Swanston Street CARLTON 3053,4512,Takeaway Food Services,Seats - Indoor,12,144.9647745,-37.79900218,"-37.79900218168018, 144.96477449102574"
2007,206,106114,106114,209 Lygon Street CARLTON 3053,Carlton,Il Cantuccio Restaurant,209 Lygon Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,100,144.9666107,-37.80042133,"-37.80042133388355, 144.96661068343786"
2007,206,106127,106127,247-249 Lygon Street CARLTON 3053,Carlton,Starbucks Coffee,247-249 Lygon Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,60,144.9668196,-37.79964232,"-37.79964231785128, 144.96681957889115"
2007,217,102686,102686,313-315 Drummond Street CARLTON 3053,Carlton,Masani's Restaurant,313-315 Drummond Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,100,144.9685019,-37.79838112,"-37.798381118239405, 144.96850189735954"
2007,223,103086,103086,109 Elgin Street CARLTON 3053,Carlton,Abla's Restaurant,109 Elgin Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,60,144.9710432,-37.79781144,"-37.79781143796076, 144.97104317754076"
2007,226,108229,108229,178 Rathdowne Street CARLTON 3053,Carlton,Carlton Fish & Chips,178 Rathdowne Street CARLTON 3053,4512,Takeaway Food Services,Seats - Outdoor,2,144.9711925,-37.7951894,"-37.79518940309941, 144.97119246896477"
2007,226,108230,108230,176 Rathdowne Street CARLTON 3053,Carlton,Zucca Restaurant Bar,176 Rathdowne Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,23,144.9711847,-37.79523381,"-37.79523380644804, 144.97118473560568"
2007,226,108236,108236,160-162 Rathdowne Street CARLTON 3053,Carlton,Blue Truffle Cafe,160-162 Rathdowne Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,42,144.9711319,-37.79553691,"-37.795536911105856, 144.97113194612237"
2007,243,109327,109327,701-713 Swanston Street CARLTON 3053,Carlton,Rydges on Swanston - Melbourne,701-713 Swanston Street CARLTON 3053,4400,Accommodation,Seats - Indoor,110,144.9633917,-37.8014194,"-37.801419398752344, 144.96339170942426"
2007,252,106247,106247,140-146 Lygon Street CARLTON 3053,Carlton,La Notte Cafe,140-142 Lygon Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,180,144.9667324,-37.80378445,"-37.80378445068628, 144.96673244613274"
2007,255,594107,594107,522-536 Swanston Street CARLTON 3053,Carlton,Colours Cafe,526 Swanston Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Outdoor,12,144.9636492,-37.80430858,"-37.804308582208165, 144.9636492318097"
2007,258,592858,592858,127-133 Leicester Street CARLTON 3053,Carlton,Romano's Coffee,"Unit 1, Ground 0, 127-133 Leicester Street CARLTON 3053",4512,Takeaway Food Services,Seats - Indoor,10,144.9602213,-37.80290467,"-37.80290466555704, 144.9602213176319"
2007,312,108271,108271,19 Reynolds Street NORTH MELBOURNE 3051,North Melbourne,Reynolds St Takeaway,19 Reynolds Street NORTH MELBOURNE 3051,4512,Takeaway Food Services,Seats - Indoor,2,144.9376654,-37.79723492,"-37.79723491569467, 144.93766538217238"
